ID,Title,Author,Publication Date,Language,LoC Class,Subjects,Link
10676,The Reign of Greed by José Rizal (211),"Rizal, José, 1861-1896","Jan 1, 2004",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Philippine fiction (Spanish) -- Translations into English, Nationalists -- Philippines -- Fiction, Philippines -- History -- Fiction",https://www.gutenberg.org/ebooks/10676
7256,The Gift of the Magi by O. Henry (210),"Henry, O., 1862-1910","Jan 1, 2005",English,PS: Language and Literatures: American and Canadian literature,"Short stories, Christmas stories, Gifts -- Fiction",https://www.gutenberg.org/ebooks/7256
3296,The Confessions of St. Augustine by Bishop of Hippo Saint Augustine (206),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/3296
36,The War of the Worlds by H. G.  Wells (204),"Wells, H. G. (Herbert George), 1866-1946","Oct 1, 2004",English,PR: Language and Literatures: English literature,"Science fiction, War stories, Martians -- Fiction, Mars (Planet) -- Fiction, Space warfare -- Fiction, Imaginary wars and battles -- Fiction, Life on other planets -- Fiction",https://www.gutenberg.org/ebooks/36
17135,Twas the Night before Christmas: A Visit from St. Nicholas by Clement Clarke Moore (201),"Moore, Clement Clarke, 1779-1863","Nov 22, 2005",English,PZ: Language and Literatures: Juvenile belles lettres,"Santa Claus -- Juvenile poetry, Christmas -- Juvenile poetry, Narrative poetry, Children's poetry, American",https://www.gutenberg.org/ebooks/17135
11030,"Incidents in the Life of a Slave Girl, Written by Herself by Harriet A.  Jacobs (201)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/11030
730,Oliver Twist by Charles Dickens (196),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/730
161,Sense and Sensibility by Jane Austen (194),"Austen, Jane, 1775-1817","Sep 1, 1994",English,PR: Language and Literatures: English literature,"England -- Social life and customs -- 19th century -- Fiction, Inheritance and succession -- Fiction, England -- Fiction, Young women -- Fiction, Love stories, Sisters -- Fiction, Domestic fiction, Mate selection -- Fiction, Social classes -- Fiction, Gentry -- England -- Fiction, Regency fiction",https://www.gutenberg.org/ebooks/161
69087,The murder of Roger Ackroyd by Agatha Christie (194),"Christie, Agatha, 1890-1976","Oct 2, 2022",English,PR: Language and Literatures: English literature,"Private investigators -- England -- Fiction, Detective and mystery stories, Murder -- Investigation -- Fiction, Belgians -- England -- Fiction, Poirot, Hercule (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/69087
10623,Plays by Susan Glaspell (193),"Glaspell, Susan, 1882?-1948","Jan 1, 2004",English,PS: Language and Literatures: American and Canadian literature,American drama,https://www.gutenberg.org/ebooks/10623
10007,Carmilla by Joseph Sheridan Le Fanu (192),"Le Fanu, Joseph Sheridan, 1814-1873","Nov 1, 2003",English,PR: Language and Literatures: English literature,"Young women -- Fiction, Vampires -- Fiction",https://www.gutenberg.org/ebooks/10007
12,Through the Looking-Glass by Lewis Carroll (192),"Carroll, Lewis, 1832-1898","Jun 25, 2008",English,PR: Language and Literatures: English literature,"Fantasy fiction, Children's stories, Imaginary places -- Juvenile fiction, Alice (Fictitious character from Carroll) -- Juvenile fiction",https://www.gutenberg.org/ebooks/12
35,The Time Machine by H. G.  Wells (191),"Wells, H. G. (Herbert George), 1866-1946","Oct 2, 2004",English,PR: Language and Literatures: English literature,"Science fiction, Time travel -- Fiction, Dystopias -- Fiction",https://www.gutenberg.org/ebooks/35
521,The Life and Adventures of Robinson Crusoe by Daniel Defoe (190),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/521
7142,The History of the Peloponnesian War by Thucydides (189),"Thucydides, 455? BCE-395 BCE","Dec 1, 2004",English,DF: History: General and Eastern Hemisphere: Greece,"Greece -- History -- Peloponnesian War, 431-404 B.C.",https://www.gutenberg.org/ebooks/7142
26,Paradise Lost by John Milton (188),"Milton, John, 1608-1674","Feb 1, 1992",English,PR: Language and Literatures: English literature,"Fall of man -- Poetry, Adam (Biblical figure) -- Poetry, Eve (Biblical figure) -- Poetry, Bible. Genesis -- History of Biblical events -- Poetry",https://www.gutenberg.org/ebooks/26
1250,Anthem by Ayn Rand (185),"Rand, Ayn, 1905-1982","Mar 1, 1998",English,PS: Language and Literatures: American and Canadian literature,"Science fiction, Psychological fiction, Love stories, Time travel -- Fiction, Men -- Psychology -- Fiction, Individuality -- Fiction",https://www.gutenberg.org/ebooks/1250
5827,The Problems of Philosophy by Bertrand Russell (184),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/5827
135,Les Misérables by Victor Hugo (184),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/135
72293,The social center a means of common understanding : by Woodrow Wilson (183),"Wilson, Woodrow, 1856-1924","Dec 2, 2023",English,LC: Education: Special aspects of education,Recreation centers,https://www.gutenberg.org/ebooks/72293
160,"The Awakening, and Selected Short Stories by Kate Chopin (182)","Chopin, Kate, 1850-1904","Mar 11, 2006",English,PS: Language and Literatures: American and Canadian literature,"Adultery -- Fiction, Women -- Louisiana -- New Orleans -- Social conditions -- Fiction, Self-actualization (Psychology) -- Fiction, New Orleans (La.) -- Fiction, Louisiana -- Social life and customs -- Fiction",https://www.gutenberg.org/ebooks/160
15399,"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African by Equiano (182)","Equiano, Olaudah, 1745-1797","Mar 17, 2005",English,"HT: Social sciences: Communities, Classes, Races","Enslaved persons -- United States -- Biography, Equiano, Olaudah, 1745-1797, Enslaved persons -- Great Britain -- Biography",https://www.gutenberg.org/ebooks/15399
46976,The Anabasis of Alexander by Arrian (180),Arrian,"Sep 27, 2014",English,DF: History: General and Eastern Hemisphere: Greece,"Alexander, the Great, 356 B.C.-323 B.C., Iran -- History -- To 640, India -- History -- To 324 B.C.",https://www.gutenberg.org/ebooks/46976
2848,Antiquities of the Jews by Flavius Josephus (179),"Josephus, Flavius, 38?-100?","Oct 1, 2001",English,DS: History: General and Eastern Hemisphere: Asia,Jews -- Antiquities,https://www.gutenberg.org/ebooks/2848
236,The Jungle Book by Rudyard Kipling (179),"Kipling, Rudyard, 1865-1936","Jan 16, 2006",English,PR: Language and Literatures: English literature,"Short stories, Animals -- Fiction, Jungles -- Fiction, India -- Fiction, Jungle animals -- Fiction, Mowgli (Fictitious character) -- Fiction, Adventure stories, English, Feral children -- Fiction, India -- History -- 19th century -- Fiction",https://www.gutenberg.org/ebooks/236
72301,Lead poisoning and lead absorption : by Kenneth W. Goadby and Thomas M. Legge (176),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/72301
31284,Josefine Mutzenbacher by Felix Salten (175),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/31284
8492,The King in Yellow by Robert W.  Chambers (172),"Chambers, Robert W. (Robert William), 1865-1933","Jul 1, 2005",English,PS: Language and Literatures: American and Canadian literature,"Short stories, American, Horror tales, American, United States -- Social life and customs -- 19th century -- Fiction",https://www.gutenberg.org/ebooks/8492
779,The Tragical History of Doctor Faustus by Christopher Marlowe (171),"Marlowe, Christopher, 1564-1593","Jan 1, 1997",English,PR: Language and Literatures: English literature,"Germany -- Drama, Tragedies, Faust, -approximately 1540 -- Drama, Magicians -- Drama",https://www.gutenberg.org/ebooks/779
2000,Don Quijote by Miguel de Cervantes Saavedra (171),"Cervantes Saavedra, Miguel de, 1547-1616","Dec 1, 1999",Spanish,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Spain -- Social life and customs -- 16th century -- Fiction, Knights and knighthood -- Spain -- Fiction, Picaresque literature, Romances",https://www.gutenberg.org/ebooks/2000
20203,Autobiography of Benjamin Franklin by Benjamin Franklin (171),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/20203
41445,"Frankenstein; Or, The Modern Prometheus by Mary Wollstonecraft Shelley (169)","Shelley, Mary Wollstonecraft, 1797-1851","Nov 23, 2012",English,PR: Language and Literatures: English literature,"Science fiction, Horror tales, Gothic fiction, Scientists -- Fiction, Monsters -- Fiction, Frankenstein, Victor (Fictitious character) -- Fiction, Frankenstein's monster (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/41445
1251,Le Morte d'Arthur: Volume 1 by Sir Thomas Malory (168),"Malory, Thomas, Sir, -1471","Mar 1, 1998",English,PR: Language and Literatures: English literature,"Arthurian romances, Arthur, King -- Legends",https://www.gutenberg.org/ebooks/1251
132,The Art of War by active 6th century B.C. Sunzi (163),"Sunzi, active 6th century B.C.","May 1, 1994",English,U: Military science,"Military art and science -- Early works to 1800, War -- Early works to 1800",https://www.gutenberg.org/ebooks/132
72304,World Edge by Jack Egan (162),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/72304
203,Uncle Tom's Cabin by Harriet Beecher Stowe (161),"Stowe, Harriet Beecher, 1811-1896","Jan 13, 2006",English,PS: Language and Literatures: American and Canadian literature,"Slavery -- Fiction, Didactic fiction, Political fiction, Master and servant -- Fiction, African Americans -- Fiction, Southern States -- Fiction, Fugitive slaves -- Fiction, Plantation life -- Fiction, Uncle Tom (Fictitious character) -- Fiction, Enslaved persons -- Fiction",https://www.gutenberg.org/ebooks/203
42324,"Frankenstein; Or, The Modern Prometheus by Mary Wollstonecraft Shelley (161)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/42324
103,Around the World in Eighty Days by Jules Verne (159),"Verne, Jules, 1828-1905","Jan 1, 1994",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Adventure stories, Voyages around the world -- Fiction",https://www.gutenberg.org/ebooks/103
829,Gulliver's Travels into Several Remote Nations of the World by Jonathan Swift (157),"Swift, Jonathan, 1667-1745","Feb 1, 1997",English,PR: Language and Literatures: English literature,"Fantasy fiction, Satire, Travelers -- Fiction, Gulliver, Lemuel (Fictitious character) -- Fiction, Voyages, Imaginary -- Early works to 1800",https://www.gutenberg.org/ebooks/829
2500,Siddhartha by Hermann Hesse (156),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/2500
215,The call of the wild by Jack London (153),"London, Jack, 1876-1916","Jul 2, 2008",English,PS: Language and Literatures: American and Canadian literature,"Dogs -- Fiction, Adventure stories, Nature stories, Klondike River Valley (Yukon) -- Fiction, Sled dogs -- Fiction, Pet theft -- Fiction, Feral dogs -- Fiction, Animal welfare -- Fiction",https://www.gutenberg.org/ebooks/215
55264,On Growth and Form by D'Arcy Wentworth Thompson (153),"Thompson, D'Arcy Wentworth, 1860-1948","Aug 4, 2017",English,QH: Science: Natural history,"Morphology (Animals), Growth",https://www.gutenberg.org/ebooks/55264
3600,Essays of Michel de Montaigne — Complete by Michel de Montaigne (151),"Montaigne, Michel de, 1533-1592","Oct 26, 2004",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese",French essays -- Translations into English,https://www.gutenberg.org/ebooks/3600
28554,Beyond Lies the Wub by Philip K. Dick (151),"Dick, Philip K., 1928-1982","Apr 11, 2009",English,PS: Language and Literatures: American and Canadian literature,"Science fiction, Short stories",https://www.gutenberg.org/ebooks/28554
2097,The Sign of the Four by Arthur Conan Doyle (150),"Doyle, Arthur Conan, 1859-1930","Mar 1, 2000",English,PR: Language and Literatures: English literature,"Holmes, Sherlock (Fictitious character) -- Fiction, Private investigators -- England -- Fiction, Detective and mystery stories",https://www.gutenberg.org/ebooks/2097
4217,A Portrait of the Artist as a Young Man by James Joyce (149),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/4217
852,Democracy and Education: An Introduction to the Philosophy of Education by John Dewey (148),"Dewey, John, 1859-1952","Mar 1, 1997",English,LB: Education: Theory and practice of education,"Education -- Social aspects, Education -- Philosophy",https://www.gutenberg.org/ebooks/852
902,"The Happy Prince, and Other Tales by Oscar Wilde (148)","Wilde, Oscar, 1854-1900","May 1, 1997",English,PR: Language and Literatures: English literature,"Fairy tales, Children's stories, English, Short stories, English",https://www.gutenberg.org/ebooks/902
1524,"Hamlet, Prince of Denmark by William Shakespeare (147)","Shakespeare, William, 1564-1616","Nov 1, 1998",English,PR: Language and Literatures: English literature,"Tragedies, Hamlet (Legendary character) -- Drama, Kings and rulers -- Succession -- Drama, Murder victims' families -- Drama, Fathers -- Death -- Drama, Revenge -- Drama, Princes -- Drama, Denmark -- Drama",https://www.gutenberg.org/ebooks/1524
6133,"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar by Maurice Leblanc (147)","Leblanc, Maurice, 1864-1941","Jul 1, 2004",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Short stories, Burglars -- Fiction, Lupin, Arsène (Fictitious character) -- Fiction, Adventure stories, French -- Translations into English, Mystery and detective stories",https://www.gutenberg.org/ebooks/6133
72292,"Joseph Hergesheimer, an essay in interpretation by James Branch Cabell (147)","Cabell, James Branch, 1879-1958","Dec 2, 2023",English,Unknown,,https://www.gutenberg.org/ebooks/72292
71,On the Duty of Civil Disobedience by Henry David Thoreau (144),"Thoreau, Henry David, 1817-1862","Jun 1, 1993",English,HM: Social sciences: Sociology,"Civil disobedience, Government, Resistance to",https://www.gutenberg.org/ebooks/71
932,The Fall of the House of Usher by Edgar Allan Poe (142),"Poe, Edgar Allan, 1809-1849","Jun 1, 1997",English,PS: Language and Literatures: American and Canadian literature,"Short stories, Horror tales, Gothic fiction",https://www.gutenberg.org/ebooks/932
4280,The Critique of Pure Reason by Immanuel Kant (141),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/4280
121,Northanger Abbey by Jane Austen (141),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/121
15076,Some Principles of Maritime Strategy by Julian Stafford Corbett (140),"Corbett, Julian Stafford, 1854-1922","Feb 16, 2005",English,V: Naval science,Naval strategy,https://www.gutenberg.org/ebooks/15076
8438,The Ethics of Aristotle by Aristotle (139),"Aristotle, 384 BCE-322 BCE","Jul 1, 2005",English,"B: Philosophy, Psychology, Religion",Ethics,https://www.gutenberg.org/ebooks/8438
72282,"Books and their makers during the Middle Ages, Volume II : by George Haven Putnam (139)","Putnam, George Haven, 1844-1930","Dec 2, 2023",English,"Z: Bibliography, Library science","Copyright, Manuscripts, Books -- History -- 400-1450, Printers, Freedom of the press -- History -- To 1500",https://www.gutenberg.org/ebooks/72282
